PERMNO,date,TICKER,PRC,RET,OPENPRC
10107,2019-03-05,MSFT,111.70000,-0.004988,112.25000
10107,2019-03-06,MSFT,111.75000,0.000448,111.87000
10107,2019-03-07,MSFT,110.39000,-0.012170,111.40000
10107,2019-03-08,MSFT,110.51000,0.001087,109.16000
10107,2019-03-11,MSFT,112.83000,0.020994,110.99000
10107,2019-03-12,MSFT,113.62000,0.007002,112.82000
10107,2019-03-13,MSFT,114.50000,0.007745,114.13000
10107,2019-03-14,MSFT,114.59000,0.000786,114.54000
10107,2019-03-15,MSFT,115.91000,0.011519,115.34000
10107,2019-03-18,MSFT,117.57000,0.014321,116.17000
10107,2019-03-19,MSFT,117.65000,0.000680,118.09000
10107,2019-03-20,MSFT,117.52000,-0.001105,117.39000
10107,2019-03-21,MSFT,120.22000,0.022975,117.13500
10107,2019-03-22,MSFT,117.05000,-0.026368,119.50000
10107,2019-03-25,MSFT,117.66000,0.005211,116.56000
10107,2019-03-26,MSFT,117.91000,0.002125,118.62000
10107,2019-03-27,MSFT,116.77000,-0.009668,117.87500
10107,2019-03-28,MSFT,116.93000,0.001370,117.44000
10107,2019-03-29,MSFT,117.94000,0.008638,118.07000
10107,2019-04-01,MSFT,119.02000,0.009157,118.95000
10107,2019-04-02,MSFT,119.19000,0.001428,119.06000
10107,2019-04-03,MSFT,119.97000,0.006544,119.86000
10107,2019-04-04,MSFT,119.36000,-0.005085,120.10000
10107,2019-04-05,MSFT,119.89000,0.004440,119.39000
10107,2019-04-08,MSFT,119.93000,0.000334,119.81000
10107,2019-04-09,MSFT,119.28000,-0.005420,118.63000
10107,2019-04-10,MSFT,120.19000,0.007629,119.76000
10107,2019-04-11,MSFT,120.33000,0.001165,120.54000
10107,2019-04-12,MSFT,120.95000,0.005152,120.64000
10107,2019-04-15,MSFT,121.05000,0.000827,120.94000
10107,2019-04-16,MSFT,120.77000,-0.002313,121.64000
10107,2019-04-17,MSFT,121.77000,0.008280,121.24000
10107,2019-04-18,MSFT,123.37000,0.013140,122.19000
10107,2019-04-22,MSFT,123.76000,0.003161,122.62000
10107,2019-04-23,MSFT,125.44000,0.013575,124.10000
10107,2019-04-24,MSFT,125.01000,-0.003428,125.79000
10107,2019-04-25,MSFT,129.14999,0.033117,130.06000
10107,2019-04-26,MSFT,129.89000,0.005730,129.70000
10107,2019-04-29,MSFT,129.77000,-0.000924,129.89999
10107,2019-04-30,MSFT,130.60001,0.006396,129.81000
10107,2019-05-01,MSFT,127.88000,-0.020827,130.53000
10107,2019-05-02,MSFT,126.21000,-0.013059,127.98000
10107,2019-05-03,MSFT,128.89999,0.021314,127.36000
10107,2019-05-06,MSFT,128.14999,-0.005818,126.39000
10107,2019-05-07,MSFT,125.52000,-0.020523,126.46000
10107,2019-05-08,MSFT,125.51000,-0.000080,125.44000
10107,2019-05-09,MSFT,125.50000,-0.000080,124.29000
10107,2019-05-10,MSFT,127.13000,0.012988,124.91000
10107,2019-05-13,MSFT,123.35000,-0.029733,124.11000
10107,2019-05-14,MSFT,124.73000,0.011188,123.87000
10107,2019-05-15,MSFT,126.02000,0.014030,124.26000
10107,2019-05-16,MSFT,128.92999,0.023092,126.75000
10107,2019-05-17,MSFT,128.07001,-0.006670,128.30499
10107,2019-05-20,MSFT,126.22000,-0.014445,126.52000
10107,2019-05-21,MSFT,126.90000,0.005387,127.43000
10107,2019-05-22,MSFT,127.67000,0.006068,126.62000
10107,2019-05-23,MSFT,126.18000,-0.011671,126.20000
10107,2019-05-24,MSFT,126.24000,0.000475,126.91000
10107,2019-05-28,MSFT,126.16000,-0.000634,126.98000
10107,2019-05-29,MSFT,124.94000,-0.009670,125.38000
10107,2019-05-30,MSFT,125.73000,0.006323,125.26000
10107,2019-05-31,MSFT,123.68000,-0.016305,124.23000
10107,2019-06-03,MSFT,119.84000,-0.031048,123.85000
10107,2019-06-04,MSFT,123.16000,0.027704,121.28000
10107,2019-06-05,MSFT,125.83000,0.021679,124.95000
10107,2019-06-06,MSFT,127.82000,0.015815,126.44000
10107,2019-06-07,MSFT,131.39999,0.028008,129.19000
10107,2019-06-10,MSFT,132.60001,0.009133,132.39999
10107,2019-06-11,MSFT,132.10001,-0.003771,133.88000
10107,2019-06-12,MSFT,131.49001,-0.004618,131.39999
10107,2019-06-13,MSFT,132.32001,0.006312,131.98000
10107,2019-06-14,MSFT,132.45000,0.000982,132.25999
10107,2019-06-17,MSFT,132.85001,0.003020,132.63000
10107,2019-06-18,MSFT,135.16000,0.017388,134.19000
10107,2019-06-19,MSFT,135.69000,0.003921,135.00000
10107,2019-06-20,MSFT,136.95000,0.009286,137.45000
10107,2019-06-21,MSFT,136.97000,0.000146,136.58000
10107,2019-06-24,MSFT,137.78000,0.005914,137.00000
10107,2019-06-25,MSFT,133.42999,-0.031572,137.25000
10107,2019-06-26,MSFT,133.92999,0.003747,134.35001
10107,2019-06-27,MSFT,134.14999,0.001643,134.14000
10107,2019-06-28,MSFT,133.96001,-0.001416,134.57001
10107,2019-07-01,MSFT,135.67999,0.012840,136.63000
10107,2019-07-02,MSFT,136.58000,0.006633,136.12000
10107,2019-07-03,MSFT,137.46001,0.006443,136.80000
10107,2019-07-05,MSFT,137.06000,-0.002910,135.94000
10107,2019-07-08,MSFT,136.96001,-0.000730,136.39999
10107,2019-07-09,MSFT,136.46001,-0.003651,136.00000
10107,2019-07-10,MSFT,137.85001,0.010186,137.13000
10107,2019-07-11,MSFT,138.39999,0.003990,138.20000
10107,2019-07-12,MSFT,138.89999,0.003613,138.85001
10107,2019-07-15,MSFT,138.89999,0.000000,139.44000
10107,2019-07-16,MSFT,137.08000,-0.013103,138.96001
10107,2019-07-17,MSFT,136.27000,-0.005909,137.70000
10107,2019-07-18,MSFT,136.42000,0.001101,135.55000
10107,2019-07-19,MSFT,136.62000,0.001466,140.22000
10107,2019-07-22,MSFT,138.42999,0.013248,137.41000
10107,2019-07-23,MSFT,139.28999,0.006213,139.75999
10107,2019-07-24,MSFT,140.72000,0.010266,138.89999
10107,2019-07-25,MSFT,140.19000,-0.003766,140.42999
10107,2019-07-26,MSFT,141.34000,0.008203,140.37000
10107,2019-07-29,MSFT,141.03000,-0.002193,141.50000
10107,2019-07-30,MSFT,140.35001,-0.004822,140.14000
10107,2019-07-31,MSFT,136.27000,-0.029070,140.33000
10107,2019-08-01,MSFT,138.06000,0.013136,137.00000
10107,2019-08-02,MSFT,136.89999,-0.008402,138.09000
10107,2019-08-05,MSFT,132.21001,-0.034258,133.30000
10107,2019-08-06,MSFT,134.69000,0.018758,133.80000
10107,2019-08-07,MSFT,135.28000,0.004380,133.78999
10107,2019-08-08,MSFT,138.89000,0.026685,136.60001
10107,2019-08-09,MSFT,137.71001,-0.008496,138.61000
10107,2019-08-12,MSFT,135.78999,-0.013942,137.07001
10107,2019-08-13,MSFT,138.60001,0.020694,136.05000
10107,2019-08-14,MSFT,133.98000,-0.030015,136.36000
10107,2019-08-15,MSFT,133.67999,-0.002239,134.39000
10107,2019-08-16,MSFT,136.13000,0.018327,134.88000
10107,2019-08-19,MSFT,138.41000,0.016749,137.85500
10107,2019-08-20,MSFT,137.25999,-0.008309,138.21001
10107,2019-08-21,MSFT,138.78999,0.011147,138.55000
10107,2019-08-22,MSFT,137.78000,-0.007277,138.66000
10107,2019-08-23,MSFT,133.39000,-0.031862,137.19000
10107,2019-08-26,MSFT,135.45000,0.015443,134.99001
10107,2019-08-27,MSFT,135.74001,0.002141,136.39000
10107,2019-08-28,MSFT,135.56000,-0.001326,134.88000
10107,2019-08-29,MSFT,138.12000,0.018885,137.25000
10107,2019-08-30,MSFT,137.86000,-0.001882,139.14999
10107,2019-09-03,MSFT,136.03999,-0.013202,136.61000
10107,2019-09-04,MSFT,137.63000,0.011688,137.30000
10107,2019-09-05,MSFT,140.05000,0.017583,139.11000
10107,2019-09-06,MSFT,139.10001,-0.006783,140.03000
10107,2019-09-09,MSFT,137.52000,-0.011359,139.59000
10107,2019-09-10,MSFT,136.08000,-0.010471,136.80000
10107,2019-09-11,MSFT,136.12000,0.000294,135.91000
10107,2019-09-12,MSFT,137.52000,0.010285,137.85001
10107,2019-09-13,MSFT,137.32001,-0.001454,137.78000
10107,2019-09-16,MSFT,136.33000,-0.007209,135.83000
10107,2019-09-17,MSFT,137.39000,0.007775,136.96001
10107,2019-09-18,MSFT,138.52000,0.008225,137.36000
10107,2019-09-19,MSFT,141.07001,0.018409,140.30000
10107,2019-09-20,MSFT,139.44000,-0.011555,141.00999
10107,2019-09-23,MSFT,139.14000,-0.002151,139.23000
10107,2019-09-24,MSFT,137.38000,-0.012649,140.36000
10107,2019-09-25,MSFT,139.36000,0.014413,137.50000
10107,2019-09-26,MSFT,139.53999,0.001292,139.44000
10107,2019-09-27,MSFT,137.73000,-0.012971,140.14999
10107,2019-09-30,MSFT,139.03000,0.009439,138.05000
10107,2019-10-01,MSFT,137.07001,-0.014098,139.66000
10107,2019-10-02,MSFT,134.64999,-0.017655,136.25000
10107,2019-10-03,MSFT,136.28000,0.012105,134.95000
10107,2019-10-04,MSFT,138.12000,0.013502,136.75000
10107,2019-10-07,MSFT,137.12000,-0.007240,137.14000
10107,2019-10-08,MSFT,135.67000,-0.010575,137.08000
10107,2019-10-09,MSFT,138.24001,0.018943,137.46001
10107,2019-10-10,MSFT,139.10001,0.006221,138.49001
10107,2019-10-11,MSFT,139.67999,0.004170,140.12000
10107,2019-10-14,MSFT,139.55000,-0.000931,139.69000
10107,2019-10-15,MSFT,141.57500,0.014511,140.06000
10107,2019-10-16,MSFT,140.41000,-0.008229,140.78999
10107,2019-10-17,MSFT,139.69000,-0.005128,140.95000
10107,2019-10-18,MSFT,137.41000,-0.016322,139.75999
10107,2019-10-21,MSFT,138.42999,0.007423,138.45000
10107,2019-10-22,MSFT,136.37000,-0.014881,138.97000
10107,2019-10-23,MSFT,137.24001,0.006380,136.88000
10107,2019-10-24,MSFT,139.94000,0.019674,139.39000
10107,2019-10-25,MSFT,140.73000,0.005645,139.34000
10107,2019-10-28,MSFT,144.19000,0.024586,144.39999
10107,2019-10-29,MSFT,142.83000,-0.009432,144.08000
10107,2019-10-30,MSFT,144.61000,0.012462,143.52000
10107,2019-10-31,MSFT,143.37000,-0.008575,144.89999
10107,2019-11-01,MSFT,143.72000,0.002441,144.25999
10107,2019-11-04,MSFT,144.55000,0.005775,144.83000
10107,2019-11-05,MSFT,144.46001,-0.000623,144.97000
10107,2019-11-06,MSFT,144.06000,-0.002769,144.37000
10107,2019-11-07,MSFT,144.25999,0.001388,143.84000
10107,2019-11-08,MSFT,145.96001,0.011784,143.98000
10107,2019-11-11,MSFT,146.11000,0.001028,145.34000
10107,2019-11-12,MSFT,147.07001,0.006570,146.28000
10107,2019-11-13,MSFT,147.31000,0.001632,146.74001
10107,2019-11-14,MSFT,148.06000,0.005091,147.02000
10107,2019-11-15,MSFT,149.97000,0.012900,148.92999
10107,2019-11-18,MSFT,150.34000,0.002467,150.07001
10107,2019-11-19,MSFT,150.39000,0.000333,150.88000
10107,2019-11-20,MSFT,149.62000,-0.001729,150.31000
10107,2019-11-21,MSFT,149.48000,-0.000936,149.39999
10107,2019-11-22,MSFT,149.59000,0.000736,150.07001
10107,2019-11-25,MSFT,151.23000,0.010963,150.00000
10107,2019-11-26,MSFT,152.03000,0.005290,151.36000
10107,2019-11-27,MSFT,152.32001,0.001908,152.33000
10107,2019-11-29,MSFT,151.38000,-0.006171,152.10001
10107,2019-12-02,MSFT,149.55000,-0.012089,151.81000
10107,2019-12-03,MSFT,149.31000,-0.001605,147.49001
10107,2019-12-04,MSFT,149.85001,0.003617,150.14000
10107,2019-12-05,MSFT,149.92999,0.000534,150.05000
10107,2019-12-06,MSFT,151.75000,0.012139,150.99001
10107,2019-12-09,MSFT,151.36000,-0.002570,151.07001
10107,2019-12-10,MSFT,151.13000,-0.001520,151.28999
10107,2019-12-11,MSFT,151.70000,0.003772,151.53999
10107,2019-12-12,MSFT,153.24001,0.010152,151.64999
10107,2019-12-13,MSFT,154.53000,0.008418,153.00400
10107,2019-12-16,MSFT,155.53000,0.006471,155.11000
10107,2019-12-17,MSFT,154.69000,-0.005401,155.45000
10107,2019-12-18,MSFT,154.37000,-0.002069,154.30000
10107,2019-12-19,MSFT,155.71001,0.008681,154.00000
10107,2019-12-20,MSFT,157.41000,0.010918,157.35001
10107,2019-12-23,MSFT,157.41000,0.000000,158.12000
10107,2019-12-24,MSFT,157.38000,-0.000191,157.48000
10107,2019-12-26,MSFT,158.67000,0.008197,157.56000
10107,2019-12-27,MSFT,158.96001,0.001828,159.45000
10107,2019-12-30,MSFT,157.59000,-0.008619,158.98700
10107,2019-12-31,MSFT,157.70000,0.000698,156.77000
10107,2020-01-02,MSFT,160.62000,0.018516,158.78000
10107,2020-01-03,MSFT,158.62000,-0.012452,158.32001
10107,2020-01-06,MSFT,159.03000,0.002585,157.08000
10107,2020-01-07,MSFT,157.58000,-0.009118,159.32001
10107,2020-01-08,MSFT,160.09000,0.015928,158.92999
10107,2020-01-09,MSFT,162.09000,0.012493,161.83501
10107,2020-01-10,MSFT,161.34000,-0.004627,162.82401
10107,2020-01-13,MSFT,163.28000,0.012024,161.75999
10107,2020-01-14,MSFT,162.13000,-0.007043,163.39000
10107,2020-01-15,MSFT,163.17999,0.006476,162.62000
10107,2020-01-16,MSFT,166.17000,0.018323,164.35001
10107,2020-01-17,MSFT,167.10001,0.005597,167.42000
10107,2020-01-21,MSFT,166.50000,-0.003591,166.67999
10107,2020-01-22,MSFT,165.70000,-0.004805,167.39999
10107,2020-01-23,MSFT,166.72000,0.006156,166.19000
10107,2020-01-24,MSFT,165.03999,-0.010077,167.50999
10107,2020-01-27,MSFT,162.28000,-0.016723,161.14999
10107,2020-01-28,MSFT,165.46001,0.019596,163.78000
10107,2020-01-29,MSFT,168.03999,0.015593,167.84000
10107,2020-01-30,MSFT,172.78000,0.028208,174.05000
10107,2020-01-31,MSFT,170.23000,-0.014759,172.21001
10107,2020-02-03,MSFT,174.38000,0.024379,170.42999
10107,2020-02-04,MSFT,180.12000,0.032917,177.14000
10107,2020-02-05,MSFT,179.89999,-0.001221,184.03000
10107,2020-02-06,MSFT,183.63000,0.020734,180.97000
10107,2020-02-07,MSFT,183.89000,0.001416,182.84500
10107,2020-02-10,MSFT,188.70000,0.026157,183.58000
10107,2020-02-11,MSFT,184.44000,-0.022575,190.64999
10107,2020-02-12,MSFT,184.71001,0.001464,185.58000
10107,2020-02-13,MSFT,183.71001,-0.005414,183.08000
10107,2020-02-14,MSFT,185.35001,0.008927,183.25000
10107,2020-02-18,MSFT,187.23000,0.010143,185.60500
10107,2020-02-19,MSFT,187.28000,0.002991,188.06000
10107,2020-02-20,MSFT,184.42000,-0.015271,186.95000
10107,2020-02-21,MSFT,178.59000,-0.031613,183.17000
10107,2020-02-24,MSFT,170.89000,-0.043116,167.77000
10107,2020-02-25,MSFT,168.07001,-0.016502,174.20000
10107,2020-02-26,MSFT,170.17000,0.012495,169.71001
10107,2020-02-27,MSFT,158.17999,-0.070459,163.32001
10107,2020-02-28,MSFT,162.00999,0.024213,152.41000
10107,2020-03-02,MSFT,172.78999,0.066539,165.31000
10107,2020-03-03,MSFT,164.50999,-0.047919,173.80000
10107,2020-03-04,MSFT,170.55000,0.036715,168.48500
10107,2020-03-05,MSFT,166.27000,-0.025095,166.04500
10107,2020-03-06,MSFT,161.57001,-0.028267,162.61000
10107,2020-03-09,MSFT,150.62000,-0.067773,151.00000
10107,2020-03-10,MSFT,160.92000,0.068384,158.16000
10107,2020-03-11,MSFT,153.63000,-0.045302,157.13000
10107,2020-03-12,MSFT,139.06000,-0.094838,145.30000
10107,2020-03-13,MSFT,158.83000,0.142169,147.50000
10107,2020-03-16,MSFT,135.42000,-0.147390,140.00000
10107,2020-03-17,MSFT,146.57001,0.082337,140.00000
10107,2020-03-18,MSFT,140.39999,-0.042096,138.00000
10107,2020-03-19,MSFT,142.71001,0.016453,142.77000
10107,2020-03-20,MSFT,137.35001,-0.037559,146.00000
10107,2020-03-23,MSFT,135.98000,-0.009975,137.00999
10107,2020-03-24,MSFT,148.34000,0.090896,143.75000
10107,2020-03-25,MSFT,146.92000,-0.009573,148.91000
10107,2020-03-26,MSFT,156.11000,0.062551,148.39999
10107,2020-03-27,MSFT,149.70000,-0.041061,151.75000
10107,2020-03-30,MSFT,160.23000,0.070341,152.44000
10107,2020-03-31,MSFT,157.71001,-0.015727,159.39999
10107,2020-04-01,MSFT,152.11000,-0.035508,153.00000
10107,2020-04-02,MSFT,155.25999,0.020709,151.86000
10107,2020-04-03,MSFT,153.83000,-0.009210,155.10001
10107,2020-04-06,MSFT,165.27000,0.074368,160.32001
10107,2020-04-07,MSFT,163.49001,-0.010770,169.58501
10107,2020-04-08,MSFT,165.13000,0.010031,165.67000
10107,2020-04-09,MSFT,165.14000,0.000061,166.36000
10107,2020-04-13,MSFT,165.50999,0.002240,164.35001
10107,2020-04-14,MSFT,173.70000,0.049483,169.00000
10107,2020-04-15,MSFT,171.88000,-0.010478,171.20000
10107,2020-04-16,MSFT,177.03999,0.030021,174.30000
10107,2020-04-17,MSFT,178.60001,0.008812,179.50000
10107,2020-04-20,MSFT,175.06000,-0.019821,176.63000
10107,2020-04-21,MSFT,167.82001,-0.041357,173.50000
10107,2020-04-22,MSFT,173.52000,0.033965,171.39000
10107,2020-04-23,MSFT,171.42000,-0.012102,174.11000
10107,2020-04-24,MSFT,174.55000,0.018259,172.06000
10107,2020-04-27,MSFT,174.05000,-0.002865,176.59000
10107,2020-04-28,MSFT,169.81000,-0.024361,175.59000
10107,2020-04-29,MSFT,177.42999,0.044874,173.22000
10107,2020-04-30,MSFT,179.21001,0.010032,180.00000
10107,2020-05-01,MSFT,174.57001,-0.025891,175.80000
10107,2020-05-04,MSFT,178.84000,0.024460,174.49001
10107,2020-05-05,MSFT,180.75999,0.010736,180.62000
10107,2020-05-06,MSFT,182.53999,0.009847,182.08000
10107,2020-05-07,MSFT,183.60001,0.005807,184.17000
10107,2020-05-08,MSFT,184.67999,0.005882,184.98000
10107,2020-05-11,MSFT,186.74001,0.011154,183.14999
10107,2020-05-12,MSFT,182.50999,-0.022652,186.80000
10107,2020-05-13,MSFT,179.75000,-0.015122,182.55000
10107,2020-05-14,MSFT,180.53000,0.004339,177.53999
10107,2020-05-15,MSFT,183.16000,0.014568,179.06000
10107,2020-05-18,MSFT,184.91000,0.009554,185.75000
10107,2020-05-19,MSFT,183.63000,-0.006922,185.03000
10107,2020-05-20,MSFT,185.66000,0.013832,184.81000
10107,2020-05-21,MSFT,183.42999,-0.012011,185.39999
10107,2020-05-22,MSFT,183.50999,0.000436,183.19000
10107,2020-05-26,MSFT,181.57001,-0.010572,186.34000
10107,2020-05-27,MSFT,181.81000,0.001322,180.20000
10107,2020-05-28,MSFT,181.39999,-0.002255,180.74001
10107,2020-05-29,MSFT,183.25000,0.010198,182.73000
10107,2020-06-01,MSFT,182.83000,-0.002292,182.53999
10107,2020-06-02,MSFT,184.91000,0.011377,184.25000
10107,2020-06-03,MSFT,185.36000,0.002434,184.81500
10107,2020-06-04,MSFT,182.92000,-0.013164,184.30000
10107,2020-06-05,MSFT,187.20000,0.023398,182.62000
10107,2020-06-08,MSFT,188.36000,0.006197,185.94000
10107,2020-06-09,MSFT,189.80000,0.007645,188.00000
10107,2020-06-10,MSFT,196.84000,0.037092,191.12500
10107,2020-06-11,MSFT,186.27000,-0.053698,193.13000
10107,2020-06-12,MSFT,187.74001,0.007892,190.53999
10107,2020-06-15,MSFT,188.94000,0.006392,184.58000
10107,2020-06-16,MSFT,193.57001,0.024505,192.89000
10107,2020-06-17,MSFT,194.24001,0.003461,195.03000
10107,2020-06-18,MSFT,196.32001,0.010708,194.00000
10107,2020-06-19,MSFT,195.14999,-0.005960,198.59000
10107,2020-06-22,MSFT,200.57001,0.027774,195.78999
10107,2020-06-23,MSFT,201.91000,0.006681,202.09000
10107,2020-06-24,MSFT,197.84000,-0.020158,201.60400
10107,2020-06-25,MSFT,200.34000,0.012636,197.80000
10107,2020-06-26,MSFT,196.33000,-0.020016,199.73000
10107,2020-06-29,MSFT,198.44000,0.010747,195.78000
10107,2020-06-30,MSFT,203.50999,0.025549,197.88200
10107,2020-07-01,MSFT,204.70000,0.005847,203.14000
10107,2020-07-02,MSFT,206.25999,0.007621,205.67999
10107,2020-07-06,MSFT,210.70000,0.021526,208.83400
10107,2020-07-07,MSFT,208.25000,-0.011628,210.45000
10107,2020-07-08,MSFT,212.83000,0.021993,210.07001
10107,2020-07-09,MSFT,214.32001,0.007001,216.33000
10107,2020-07-10,MSFT,213.67000,-0.003033,213.62000
10107,2020-07-13,MSFT,207.07001,-0.030889,214.48000
10107,2020-07-14,MSFT,208.35001,0.006181,206.13000
10107,2020-07-15,MSFT,208.03999,-0.001488,209.56000
10107,2020-07-16,MSFT,203.92000,-0.019804,205.39999
10107,2020-07-17,MSFT,202.88000,-0.005100,204.47000
10107,2020-07-20,MSFT,211.60001,0.042981,205.00000
10107,2020-07-21,MSFT,208.75000,-0.013469,213.66000
10107,2020-07-22,MSFT,211.75000,0.014371,209.20000
10107,2020-07-23,MSFT,202.53999,-0.043495,207.19000
10107,2020-07-24,MSFT,201.30000,-0.006122,200.42000
10107,2020-07-27,MSFT,203.85001,0.012668,201.47000
10107,2020-07-28,MSFT,202.02000,-0.008977,203.61000
10107,2020-07-29,MSFT,204.06000,0.010098,202.50000
10107,2020-07-30,MSFT,203.89999,-0.000784,201.00000
10107,2020-07-31,MSFT,205.00999,0.005444,204.39999
10107,2020-08-03,MSFT,216.53999,0.056241,211.52000
10107,2020-08-04,MSFT,213.28999,-0.015009,214.17000
10107,2020-08-05,MSFT,212.94000,-0.001641,214.89999
10107,2020-08-06,MSFT,216.35001,0.016014,212.34000
10107,2020-08-07,MSFT,212.48000,-0.017888,214.85001
10107,2020-08-10,MSFT,208.25000,-0.019908,211.67000
10107,2020-08-11,MSFT,203.38000,-0.023385,207.15500
10107,2020-08-12,MSFT,209.19000,0.028567,205.28999
10107,2020-08-13,MSFT,208.70000,-0.002342,209.44000
10107,2020-08-14,MSFT,208.89999,0.000958,208.75999
10107,2020-08-17,MSFT,210.28000,0.006606,209.60001
10107,2020-08-18,MSFT,211.49001,0.005754,210.53000
10107,2020-08-19,MSFT,209.70000,-0.006052,211.49001
10107,2020-08-20,MSFT,214.58000,0.023271,209.53999
10107,2020-08-21,MSFT,213.02000,-0.007270,213.86000
10107,2020-08-24,MSFT,213.69000,0.003145,214.78999
10107,2020-08-25,MSFT,216.47000,0.013009,213.10001
10107,2020-08-26,MSFT,221.14999,0.021620,217.88000
10107,2020-08-27,MSFT,226.58000,0.024554,222.89000
10107,2020-08-28,MSFT,228.91000,0.010283,228.17999
10107,2020-08-31,MSFT,225.53000,-0.014766,227.00000
10107,2020-09-01,MSFT,227.27000,0.007715,225.50999
10107,2020-09-02,MSFT,231.64999,0.019272,227.97000
10107,2020-09-03,MSFT,217.30000,-0.061947,229.27000
10107,2020-09-04,MSFT,214.25000,-0.014036,215.10001
10107,2020-09-08,MSFT,202.66000,-0.054096,206.50000
10107,2020-09-09,MSFT,211.28999,0.042584,207.60001
10107,2020-09-10,MSFT,205.37000,-0.028018,213.39999
10107,2020-09-11,MSFT,204.03000,-0.006525,207.20000
10107,2020-09-14,MSFT,205.41000,0.006764,204.24001
10107,2020-09-15,MSFT,208.78000,0.016406,208.42000
10107,2020-09-16,MSFT,205.05000,-0.017866,210.62000
10107,2020-09-17,MSFT,202.91000,-0.010436,200.05000
10107,2020-09-18,MSFT,200.39000,-0.012419,202.80000
10107,2020-09-21,MSFT,202.53999,0.010729,197.19000
10107,2020-09-22,MSFT,207.42000,0.024094,205.06000
10107,2020-09-23,MSFT,200.59000,-0.032928,207.89999
10107,2020-09-24,MSFT,203.19000,0.012962,199.85001
10107,2020-09-25,MSFT,207.82001,0.022787,203.55000
10107,2020-09-28,MSFT,209.44000,0.007795,210.88000
10107,2020-09-29,MSFT,207.25999,-0.010409,209.35001
10107,2020-09-30,MSFT,210.33000,0.014812,207.73000
10107,2020-10-01,MSFT,212.46001,0.010127,213.49001
10107,2020-10-02,MSFT,206.19000,-0.029511,208.00000
10107,2020-10-05,MSFT,210.38000,0.020321,207.22000
10107,2020-10-06,MSFT,205.91000,-0.021247,208.82001
10107,2020-10-07,MSFT,209.83000,0.019037,207.06000
10107,2020-10-08,MSFT,210.58000,0.003574,210.50999
10107,2020-10-09,MSFT,215.81000,0.024836,211.23000
10107,2020-10-12,MSFT,221.39999,0.025902,218.78999
10107,2020-10-13,MSFT,222.86000,0.006594,222.72000
10107,2020-10-14,MSFT,220.86000,-0.008974,223.00000
10107,2020-10-15,MSFT,219.66000,-0.005433,217.10001
10107,2020-10-16,MSFT,219.66000,0.000000,220.14999
10107,2020-10-19,MSFT,214.22000,-0.024766,220.41499
10107,2020-10-20,MSFT,214.64999,0.002007,215.80000
10107,2020-10-21,MSFT,214.80000,0.000699,213.12000
10107,2020-10-22,MSFT,214.89000,0.000419,213.92999
